dev_eui,window_size,dup_fcnt_pct,fcnt_gap_pct,long_delay_pct,avg_delay_s,poor_rf_pct,good_rf_pct,same_payload_pct,counter_dec_pct,timestamp
0004A30B00202875,50,0.0,0.0,4.0,0.0,0.0,100.0,0.0,0.0,2025-06-15T19:00:22.045146
0004A30B00202875,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2025-06-15T19:01:58.234373
0004A30B00202875,42,0.0,21.43,21.43,0.0,0.0,100.0,0.0,0.0,2025-06-15T19:21:36.743091
0004A30B00202875,46,0.0,10.87,10.87,0.0,0.0,100.0,0.0,0.0,2025-06-15T19:39:18.643335
