dev_eui,total_messages,duplicate_count,fcnt_gaps_count,fcnt_gaps_total,payload_count_gaps,timing_anomalies,rf_quality_good,rf_quality_poor,rf_quality_bad,payload_empty,payload_repeated,payload_corruption,timestamp_errors,first_seen,last_seen,avg_rssi,avg_snr,min_rssi,max_rssi,min_snr,max_snr,gateway_count_total,messages_last_hour,messages_last_day
70B3D57ED0071309,8,0,0,0,0,0,8,0,0,0,7,0,0,2025-06-07T14:27:50.569806+00:00,2025-06-07T14:29:41.327303+00:00,-85.125,13.96875,-86,-84,13.75,14.25,8,8,8
test_device_001,1,0,0,0,0,0,1,0,0,0,0,0,0,2025-06-07T14:29:28.557459+00:00,2025-06-07T14:29:41.327391+00:00,-85.0,7.5,-85,-85,7.5,7.5,1,1,1
