dev_eui,total_messages,duplicate_count,fcnt_gaps_count,fcnt_gaps_total,payload_count_gaps,timing_anomalies,rf_quality_good,rf_quality_poor,rf_quality_bad,payload_empty,payload_repeated,payload_corruption,timestamp_errors,first_seen,last_seen,avg_rssi,avg_snr,min_rssi,max_rssi,min_snr,max_snr,gateway_count_total,messages_last_hour,messages_last_day
0004A30B00202875,25,0,3,4,0,4,25,0,0,0,24,0,0,2025-06-07T14:44:42.626296+00:00,2025-06-07T14:53:23.483965+00:00,-80.32,3.802,-95,-36,-1.2,12.25,25,25,25
70B3D57ED0071309,2,0,0,0,0,1,2,0,0,0,1,2,0,2025-06-07T14:49:17.935886+00:00,2025-06-07T14:53:23.484048+00:00,-91.0,11.5,-92,-90,10,13,2,2,2
